CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
7,MA,35109,C,8,201902,0,,0.59401,0.88346,0.23483,Amarela,1,0
7,MA,35109,C,8,201906,0,,0.59401,0.88346,0.23483,Amarela,1,1
7,MA,92315,A,30,201918,0,,1.31273,2.41793,0.18035,Amarela,1,0
7,MA,93751,B,16,201926,0,,1.22903,0.97602,0.17552,Amarela,1,0
7,MA,94604,C,8,201934,1,bisblg < -0.15,,,,Amarela,1,0
7,MT,41602,C,16,201938,0,,0.35113,1.3266,0.26089,Amarela,2,0
7,MT,59126,C,3,201930,0,,2.51379,3.02639,0.25594,Amarela,2,0
7,MT,75647,D,2,201910,0,,0.84556,1.45388,0.15797,Amarela,2,0
7,MT,75647,D,2,201914,0,,0.84556,1.45388,0.15797,Amarela,2,1
7,MT,77470,C,24,201922,0,,0.94096,2.10611,0.28076,Amarela,2,0
8,CH,35893,D,28,201940,0,,0.77946,0.63972,0.0141,Azul,2,0
8,CH,56402,B,8,201912,0,,1.05102,2.23698,0.20431,Azul,2,0
8,CH,56402,B,8,201916,0,,1.05102,2.23698,0.20431,Azul,2,1
8,CH,56502,B,29,201924,0,,1.00169,1.3923,0.18779,Azul,2,0
8,CH,75690,D,25,201932,0,,1.0997,1.158,0.11519,Azul,2,0
8,CI,79304,C,15,201933,0,,0.61082,1.36519,0.35104,Rosa,1,0
8,CI,79535,C,8,201901,0,,2.02874,1.92649,0.28779,Rosa,1,0
8,CI,79535,C,8,201905,0,,2.02874,1.92649,0.28779,Rosa,1,1
8,CI,93138,C,6,201917,0,,0.80964,1.26307,0.15292,Rosa,1,0
8,CI,94074,A,21,201925,0,,0.65538,1.28571,0.09616,Rosa,1,0
8,CN,35343,A,21,201921,0,,0.81521,2.58793,0.22187,Rosa,2,0
8,CN,77151,B,19,201929,0,,0.93304,2.64554,0.31997,Rosa,2,0
8,CN,79953,B,8,201909,0,,0.56035,2.44599,0.24024,Rosa,2,0
8,CN,79953,B,8,201913,0,,0.56035,2.44599,0.24024,Rosa,2,1
8,CN,89548,B,26,201937,0,,7.19311,2.5711,0.08139,Rosa,2,0
8,HG,39000,A,18,201928,0,,0.85438,0.24059,0.20248,Azul,1,0
8,HG,57970,D,8,201904,0,,0.95883,2.18306,0.34771,Azul,1,0
8,HG,57970,D,8,201908,0,,0.95883,2.18306,0.34771,Azul,1,1
8,HG,74934,C,27,201936,0,,1.10193,2.56613,0.30336,Azul,1,0
8,HG,92782,B,25,201920,0,,0.92887,1.21793,0.32893,Azul,1,0
8,LC,56810,C,23,201939,0,,0.56326,0.8833,0.04939,Branca,2,0
8,LC,73321,C,7,201911,0,,1.00523,1.78433,0.29287,Branca,2,0
8,LC,73321,C,7,201915,0,,1.00523,1.78433,0.29287,Branca,2,1
8,LC,92428,C,23,201931,0,,1.15333,1.04758,0.04594,Branca,2,0
8,LC,93194,D,1,201923,0,,3.77009,1.36919,0.07796,Branca,2,0
8,LP,57126,D,9,201903,0,,0.21089,0.709,0.03539,Cinza,1,0
8,LP,57126,D,9,201907,0,,0.21089,0.709,0.03539,Cinza,1,1
8,LP,58537,C,21,201927,0,,1.20263,1.69678,0.14868,Cinza,1,0
8,LP,58564,C,18,201919,0,,1.52618,0.8044,0.18873,Cinza,1,0
8,LP,74047,B,3,201935,0,,0.86346,1.4244,0.20265,Cinza,1,0
8,MA,57582,B,17,201926,0,,3.55371,2.47528,0.07442,Amarela,1,0
8,MA,77815,A,18,201918,0,,2.04172,2.36574,0.23466,Amarela,1,0
